score	file_path	record_id	name	n_ingredients	reasons
80	bacterial/NBRC_1063.yaml	CultureMech:007453	1063	2	only 2 ingredient(s); ingredient name contains an unparsed recipe; no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
80	bacterial/NBRC_1135.yaml	CultureMech:007458	1135	2	only 2 ingredient(s); ingredient name contains an unparsed recipe; no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
80	bacterial/NBRC_1158.yaml	CultureMech:007459	1158	2	only 2 ingredient(s); ingredient name contains an unparsed recipe; no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
80	bacterial/NBRC_116.yaml	CultureMech:007460	116	2	only 2 ingredient(s); ingredient name contains an unparsed recipe; no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
80	bacterial/NBRC_1197.yaml	CultureMech:007463	1197	2	only 2 ingredient(s); ingredient name contains an unparsed recipe; no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
80	bacterial/NBRC_1210.yaml	CultureMech:007464	1210	2	only 2 ingredient(s); ingredient name contains an unparsed recipe; no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
80	bacterial/NBRC_1287.yaml	CultureMech:007469	1287	2	only 2 ingredient(s); ingredient name contains an unparsed recipe; no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
80	bacterial/NBRC_1379.yaml	CultureMech:007475	1379	2	only 2 ingredient(s); ingredient name contains an unparsed recipe; no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
80	bacterial/NBRC_14.yaml	CultureMech:007476	14	2	only 2 ingredient(s); ingredient name contains an unparsed recipe; no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
80	bacterial/NBRC_1401.yaml	CultureMech:007477	1401	2	only 2 ingredient(s); ingredient name contains an unparsed recipe; no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
80	bacterial/NBRC_229.yaml	CultureMech:007479	229	2	only 2 ingredient(s); ingredient name contains an unparsed recipe; no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
80	bacterial/NBRC_245.yaml	CultureMech:007480	245	2	only 2 ingredient(s); ingredient name contains an unparsed recipe; no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
80	bacterial/NBRC_26.yaml	CultureMech:007482	26	2	only 2 ingredient(s); ingredient name contains an unparsed recipe; no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
80	bacterial/NBRC_280.yaml	CultureMech:007484	280	2	only 2 ingredient(s); ingredient name contains an unparsed recipe; no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
80	bacterial/NBRC_310.yaml	CultureMech:007486	310	2	only 2 ingredient(s); ingredient name contains an unparsed recipe; no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
80	bacterial/NBRC_355.yaml	CultureMech:007489	355	2	only 2 ingredient(s); ingredient name contains an unparsed recipe; no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
80	bacterial/NBRC_367.yaml	CultureMech:007490	367	2	only 2 ingredient(s); ingredient name contains an unparsed recipe; no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
80	bacterial/NBRC_382.yaml	CultureMech:007491	382	2	only 2 ingredient(s); ingredient name contains an unparsed recipe; no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
80	bacterial/NBRC_404.yaml	CultureMech:007493	404	2	only 2 ingredient(s); ingredient name contains an unparsed recipe; no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
80	bacterial/NBRC_804.yaml	CultureMech:007494	804	2	only 2 ingredient(s); ingredient name contains an unparsed recipe; no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
80	bacterial/NBRC_869.yaml	CultureMech:007500	869	2	only 2 ingredient(s); ingredient name contains an unparsed recipe; no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
80	bacterial/NBRC_892.yaml	CultureMech:007502	892	2	only 2 ingredient(s); ingredient name contains an unparsed recipe; no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
80	bacterial/NBRC_915.yaml	CultureMech:007504	915	2	only 2 ingredient(s); ingredient name contains an unparsed recipe; no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
80	bacterial/NBRC_948.yaml	CultureMech:007507	948	2	only 2 ingredient(s); ingredient name contains an unparsed recipe; no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
80	bacterial/NBRC_960.yaml	CultureMech:007508	960	2	only 2 ingredient(s); ingredient name contains an unparsed recipe; no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
75	bacterial/test_medium_123.yaml	CultureMech:000306	Test Medium 123	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue); no pH and no temperature
70	algae/artificial_seawater.yaml	CultureMech:000189	Artificial_Seawater	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/bacillariophycean.yaml	CultureMech:000192	Bacillariophycean	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/basal.yaml	CultureMech:000191	Basal	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/beggiatoa.yaml	CultureMech:000193	Beggiatoa	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/bold_modified_basal.yaml	CultureMech:000194	Bold_Modified_Basal	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/bold_modified_basal_tom.yaml	CultureMech:000195	Bold_Modified_Basal&TOM	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/brackish_water_medium.yaml	CultureMech:000196	Brackish_water_medium	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/ch.yaml	CultureMech:000059	CH	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/chapman_andresens_modified_pringsheims_solution.yaml	CultureMech:000062	Chapman-Andresen's Modified Pringsheim's Solution	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/chilomonas.yaml	CultureMech:000197	Chilomonas	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/cyanidium.yaml	CultureMech:000198	Cyanidium	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/desmidiacean.yaml	CultureMech:000199	Desmidiacean	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/dunaliella.yaml	CultureMech:000200	Dunaliella	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/dunaliella_acid.yaml	CultureMech:000201	Dunaliella_acid	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/enriched_seawater.yaml	CultureMech:000202	Enriched_Seawater	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/euglena.yaml	CultureMech:000203	Euglena	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/malt_peptone.yaml	CultureMech:000204	Malt_Peptone	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/merds.yaml	CultureMech:000089	MErds	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/mw.yaml	CultureMech:000093	MW	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/note_on_biphasic_soilwater_media_20081216.yaml	CultureMech:000205	Note_on_biphasic_soilwater_media_20081216	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/ochromonas.yaml	CultureMech:000206	Ochromonas	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/pes.yaml	CultureMech:000207	PES	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/polytoma.yaml	CultureMech:000208	Polytoma	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/polytomella.yaml	CultureMech:000209	Polytomella	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/porphyridium.yaml	CultureMech:000210	Porphyridium	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/s_w.yaml	CultureMech:000138	S/W	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/s_w_amp.yaml	CultureMech:000136	S/W + AMP	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/s_w_ca.yaml	CultureMech:000137	S/W + Ca	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/se1.yaml	CultureMech:000128	SE1	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/se2.yaml	CultureMech:000129	SE2	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/seawater.yaml	CultureMech:000211	Seawater	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/ses.yaml	CultureMech:000130	SES	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/soil_water_media.yaml	CultureMech:000212	Soil_Water_Media	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/spirulina.yaml	CultureMech:000213	Spirulina	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/unicellular_green_algae.yaml	CultureMech:000214	Unicellular_Green_Algae	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/volvox.yaml	CultureMech:000215	Volvox	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/wees.yaml	CultureMech:000216	WEES	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/woods_hole_mbl_medium.yaml	CultureMech:000217	Woods Hole MBL Medium	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/yel.yaml	CultureMech:000144	YEL	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
70	algae/z_medium_for_cyanos.yaml	CultureMech:000218	Z-Medium_for_Cyanos	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no media_term (untraceable to a source catalogue)
65	archaea/archaeoglobus_mcr_medium.yaml	CultureMech:002362	ARCHAEOGLOBUS MCR MEDIUM	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	archaea/methanobacterium_medium_ii_with_formae.yaml	CultureMech:003049	METHANOBACTERIUM MEDIUM (II) WITH FORMAE	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	archaea/methanocaldococcus_indiensis_medium.yaml	CultureMech:002720	METHANOCALDOCOCCUS INDIENSIS MEDIUM	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	archaea/modified_halosimplex_medium.yaml	CultureMech:003286	MODIFIED HALOSIMPLEX MEDIUM	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	bacterial/2sna.yaml	CultureMech:000411	2SNA	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	bacterial/JCM_J806_GS_MEDIUM.yaml	CultureMech:003151	GS MEDIUM	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	bacterial/TOGO_M904_Bs_107_Medium.yaml	CultureMech:010323	Bs 107 Medium	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	bacterial/bm_for_tepidanaerobacter_acetoxydans.yaml	CultureMech:003081	BM FOR TEPIDANAEROBACTER ACETOXYDANS	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	bacterial/bs_107_medium.yaml	CultureMech:003213	Bs 107 MEDIUM	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	bacterial/car_bacillus_medium.yaml	CultureMech:003345	CAR BACILLUS MEDIUM	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	bacterial/clostridium_bovis_medium.yaml	CultureMech:002982	CLOSTRIDIUM BOVIS MEDIUM	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	bacterial/cultivation_medium_for_sf1ep_cells_for_treponema_pallidum.yaml	CultureMech:001271	Cultivation Medium for Sf1Ep cells for Treponema pallidum	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	bacterial/desulfovibrio_piger_medium.yaml	CultureMech:002756	DESULFOVIBRIO PIGER MEDIUM	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	bacterial/eg_medium_with_10_nacl.yaml	CultureMech:002618	EG MEDIUM WITH 10% NaCl	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	bacterial/ferric_citrate_fwmedia.yaml	CultureMech:002821	FERRIC CITRATE FWMEDIA	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	bacterial/fresh_water_media.yaml	CultureMech:002823	FRESH WATER MEDIA	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	bacterial/imk_with_porphyra.yaml	CultureMech:008334	IMK with Porphyra	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	bacterial/jcm_medium_no_1324.yaml	CultureMech:002488	JCM MEDIUM No. 1324	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	bacterial/jcm_medium_no_313.yaml	CultureMech:002671	JCM MEDIUM No. 313	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	bacterial/ji_medium.yaml	CultureMech:002747	JI MEDIUM	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	bacterial/l_15b_tick_cell_medium.yaml	CultureMech:001068	L-15B Tick Cell Medium	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	bacterial/lind_8a_medium.yaml	CultureMech:003136	LIND 8A MEDIUM	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	bacterial/liver_broth_oxoid_cm_77.yaml	CultureMech:001915	LIVER BROTH (Oxoid CM 77)	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	bacterial/medium_10_broth.yaml	CultureMech:002539	MEDIUM 10 BROTH	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	bacterial/mg50_medium.yaml	CultureMech:002841	Mg50 MEDIUM	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	bacterial/modified_medium_10.yaml	CultureMech:002572	MODIFIED MEDIUM 10	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	bacterial/modified_roseospira_medium.yaml	CultureMech:002318	MODIFIED ROSEOSPIRA MEDIUM	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	bacterial/nb_fumarate_nbaf_medium.yaml	CultureMech:002822	NB FUMARATE (NBAF) MEDIUM	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	bacterial/nissui_plate_sheep_blood_agar.yaml	CultureMech:008099	Nissui Plate Sheep Blood Agar*	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	bacterial/nss_low.yaml	CultureMech:000383	NSS Low	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	bacterial/poremedia_b_cye_945_agar_medium.yaml	CultureMech:002267	POREMEDIA B-CYE&#945; AGAR MEDIUM	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	bacterial/rhodocyclus_purpureus_medium.yaml	CultureMech:001559	RHODOCYCLUS PURPUREUS MEDIUM	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	bacterial/rumen_fluid_medium.yaml	CultureMech:003115	RUMEN FLUID MEDIUM	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	bacterial/seawater_with_porphyra.yaml	CultureMech:008336	Seawater with Porphyra	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	bacterial/smy_medium.yaml	CultureMech:003297	SMY MEDIUM	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	bacterial/taiyang_medium_no_9_prototype.yaml	CultureMech:010432	Taiyang Medium No.9 (prototype)	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	bacterial/togo_medium_m967.yaml	CultureMech:010392	(Unnamed medium)	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	bacterial/widdel_freshwater_medium_with_glycerin.yaml	CultureMech:002391	WIDDEL FRESHWATER MEDIUM WITH GLYCERIN	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	bacterial/yeast_extract_medium_ye.yaml	CultureMech:009002	Yeast Extract Medium (YE)	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	fungal/wmalt_yeast_extract_medium_wmy.yaml	CultureMech:010440	wMalt Yeast Extract Medium (wMY)	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	fungal/yeast_extract_medium_ye.yaml	CultureMech:010512	YEAST EXTRACT MEDIUM (YE)	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
65	specialized/marine_medium_with_thiosulfate.yaml	CultureMech:015402	MARINE MEDIUM WITH THIOSULFATE	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded; no pH and no temperature
60	archaea/thermoproteus_medium_c.yaml	CultureMech:002977	THERMOPROTEUS MEDIUM (C)	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded
60	bacterial/agc2_medium.yaml	CultureMech:002739	AGC2 MEDIUM	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded
60	bacterial/beer_medium.yaml	CultureMech:002778	BEER MEDIUM	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded
60	bacterial/bekisolidmedium_hydrogenovibrio_crunogenus_quimiolitotrofo.yaml	CultureMech:010430	BekiSolidMedium (Hydrogenovibrio crunogenus QUIMIOLITOTROFO)	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded
60	bacterial/diluted_asm_medium.yaml	CultureMech:003160	DILUTED ASM MEDIUM	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded
60	bacterial/haha_agar.yaml	CultureMech:010431	HaHa agar	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded
60	bacterial/king_b.yaml	CultureMech:010433	King B	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded
60	bacterial/m9_sng_medium.yaml	CultureMech:010438	M9-SNG medium	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded
60	bacterial/methanosaeta_brevibacterium_medium.yaml	CultureMech:002826	METHANOSAETA BREVIBACTERIUM MEDIUM	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded
60	bacterial/mta10.yaml	CultureMech:010436	mTA10	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded
60	bacterial/n27_rhodospirillaceae_medium_modified.yaml	CultureMech:010437	N27 RHODOSPIRILLACEAE MEDIUM (modified)	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded
60	bacterial/pdb_sng_medium.yaml	CultureMech:010439	PDB-SNG medium	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded
60	bacterial/r2a_agar_ph_9_0.yaml	CultureMech:002475	R2A AGAR (pH 9.0)	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded
60	bacterial/rs_medium_non_nutrient_medium_nnm_component.yaml	CultureMech:010434	RS Medium - Non-Nutrient Medium (NNM) Component	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded
60	bacterial/rs_medium_nutrient_medium_nm_component.yaml	CultureMech:010435	RS Medium - Nutrient Medium (NM) Component	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded
60	bacterial/thermovenbulum_medium.yaml	CultureMech:003202	THERMOVENBULUM MEDIUM	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded
60	bacterial/widdel_freshwater_medium_with_pyruvate.yaml	CultureMech:002392	WIDDEL FRESHWATER MEDIUM WITH PYRUVATE	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded
60	bacterial/xylanobacter_medium.yaml	CultureMech:002873	XYLANOBACTER MEDIUM	1	only 1 ingredient(s); placeholder ingredient text; no ingredient is grounded
55	bacterial/NBRC_1003.yaml	CultureMech:007449	1003	1	only 1 ingredient(s); no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
55	bacterial/NBRC_1021.yaml	CultureMech:007450	1021	1	only 1 ingredient(s); no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
55	bacterial/NBRC_1051.yaml	CultureMech:007452	1051	1	only 1 ingredient(s); no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
55	bacterial/NBRC_1075.yaml	CultureMech:007454	1075	1	only 1 ingredient(s); no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
55	bacterial/NBRC_1091.yaml	CultureMech:007455	1091	1	only 1 ingredient(s); no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
55	bacterial/NBRC_1107.yaml	CultureMech:007456	1107	1	only 1 ingredient(s); no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
55	bacterial/NBRC_1118.yaml	CultureMech:007457	1118	1	only 1 ingredient(s); no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
55	bacterial/NBRC_1170.yaml	CultureMech:007461	1170	1	only 1 ingredient(s); no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
55	bacterial/NBRC_1185.yaml	CultureMech:007462	1185	1	only 1 ingredient(s); no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
55	bacterial/NBRC_1227.yaml	CultureMech:007465	1227	1	only 1 ingredient(s); no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
55	bacterial/NBRC_1261.yaml	CultureMech:007467	1261	1	only 1 ingredient(s); no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
55	bacterial/NBRC_1275.yaml	CultureMech:007468	1275	1	only 1 ingredient(s); no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
55	bacterial/NBRC_1311.yaml	CultureMech:007471	1311	1	only 1 ingredient(s); no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
55	bacterial/NBRC_1323.yaml	CultureMech:007472	1323	1	only 1 ingredient(s); no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
55	bacterial/NBRC_1340.yaml	CultureMech:007473	1340	1	only 1 ingredient(s); no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
55	bacterial/NBRC_1358.yaml	CultureMech:007474	1358	1	only 1 ingredient(s); no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
55	bacterial/NBRC_219.yaml	CultureMech:007478	219	2	only 2 ingredient(s); no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
55	bacterial/NBRC_257.yaml	CultureMech:007481	257	1	only 1 ingredient(s); no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
55	bacterial/NBRC_270.yaml	CultureMech:007483	270	1	only 1 ingredient(s); no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
55	bacterial/NBRC_296.yaml	CultureMech:007485	296	2	only 2 ingredient(s); no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
55	bacterial/NBRC_324.yaml	CultureMech:007487	324	1	only 1 ingredient(s); no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
55	bacterial/NBRC_336.yaml	CultureMech:007488	336	1	only 1 ingredient(s); no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
55	bacterial/NBRC_393.yaml	CultureMech:007492	393	1	only 1 ingredient(s); no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
55	bacterial/NBRC_825.yaml	CultureMech:007496	825	1	only 1 ingredient(s); no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
55	bacterial/NBRC_838.yaml	CultureMech:007497	838	1	only 1 ingredient(s); no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
55	bacterial/NBRC_848.yaml	CultureMech:007498	848	1	only 1 ingredient(s); no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
55	bacterial/NBRC_859.yaml	CultureMech:007499	859	1	only 1 ingredient(s); no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
55	bacterial/NBRC_882.yaml	CultureMech:007501	882	1	only 1 ingredient(s); no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
55	bacterial/NBRC_904.yaml	CultureMech:007503	904	1	only 1 ingredient(s); no ingredient is grounded; no media_term (untraceable to a source catalogue); no notes/provenance; no pH and no temperature
