file	preferred_term	from_chebi	to_chebi
data/normalized_yaml/bacterial/mediadive_2439_Trace_element_solution_SL7.yaml	CoCl2 x 6 H2O	CHEBI:35696	CHEBI:35696
data/normalized_yaml/bacterial/mediadive_2439_Trace_element_solution_SL7.yaml	CuCl2 x 2 H2O	CHEBI:75215	CHEBI:86318
data/normalized_yaml/bacterial/mediadive_2439_Trace_element_solution_SL7.yaml	NiCl2 x 6 H2O	CHEBI:36385	CHEBI:34887
data/normalized_yaml/bacterial/mediadive_2439_Trace_element_solution_SL7.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_243_Main_sol_141a.yaml	CaCl2 x 2 H2O	CHEBI:176843	CHEBI:86158
data/normalized_yaml/bacterial/mediadive_243_Main_sol_141a.yaml	Fe(NH4)2(SO4)2 x 6 H2O	CHEBI:75215	CHEBI:76181
data/normalized_yaml/bacterial/mediadive_243_Main_sol_141a.yaml	Na-acetate	CHEBI:32588	CHEBI:32954
data/normalized_yaml/bacterial/mediadive_243_Main_sol_141a.yaml	Sodium resazurin	CHEBI:32599	CHEBI:8806
data/normalized_yaml/bacterial/mediadive_243_Main_sol_141a.yaml	L-Cysteine HCl x H2O	CHEBI:76209	CHEBI:91248
data/normalized_yaml/bacterial/mediadive_243_Main_sol_141a.yaml	Na2S x 9 H2O	CHEBI:32588	CHEBI:76209
data/normalized_yaml/bacterial/mediadive_243_Main_sol_141a.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2441_Main_sol_1228.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2445_Main_sol_1229.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2449_Main_sol_1230.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_244_Main_sol_141b.yaml	CaCl2 x 2 H2O	CHEBI:176843	CHEBI:86158
data/normalized_yaml/bacterial/mediadive_244_Main_sol_141b.yaml	Fe(NH4)2(SO4)2 x 6 H2O	CHEBI:75215	CHEBI:76181
data/normalized_yaml/bacterial/mediadive_244_Main_sol_141b.yaml	Na-acetate	CHEBI:32588	CHEBI:32954
data/normalized_yaml/bacterial/mediadive_244_Main_sol_141b.yaml	Sodium resazurin	CHEBI:32599	CHEBI:8806
data/normalized_yaml/bacterial/mediadive_244_Main_sol_141b.yaml	L-Cysteine HCl x H2O	CHEBI:76209	CHEBI:91248
data/normalized_yaml/bacterial/mediadive_244_Main_sol_141b.yaml	Na2S x 9 H2O	CHEBI:32588	CHEBI:76209
data/normalized_yaml/bacterial/mediadive_244_Main_sol_141b.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2452_Main_sol_1231.yaml	KH2PO4	CHEBI:31206	CHEBI:63036
data/normalized_yaml/bacterial/mediadive_2452_Main_sol_1231.yaml	Na2S x 9 H2O	CHEBI:32588	CHEBI:76209
data/normalized_yaml/bacterial/mediadive_2452_Main_sol_1231.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2453_Artificial_seawater.yaml	NaBr	CHEBI:86158	CHEBI:63004
data/normalized_yaml/bacterial/mediadive_2453_Artificial_seawater.yaml	CaCl2 x 2 H2O	CHEBI:176843	CHEBI:86158
data/normalized_yaml/bacterial/mediadive_2453_Artificial_seawater.yaml	SrCl2 x 6 H2O	CHEBI:8346	CHEBI:36385
data/normalized_yaml/bacterial/mediadive_2453_Artificial_seawater.yaml	Double distilled water	CHEBI:18050	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2454_Main_sol_1232.yaml	Na2HPO4 x 2 H2O	CHEBI:34683	CHEBI:34683
data/normalized_yaml/bacterial/mediadive_2454_Main_sol_1232.yaml	Sodium resazurin	CHEBI:32599	CHEBI:8806
data/normalized_yaml/bacterial/mediadive_2454_Main_sol_1232.yaml	CaCl2 x 2 H2O	CHEBI:176843	CHEBI:86158
data/normalized_yaml/bacterial/mediadive_2454_Main_sol_1232.yaml	L-Cysteine HCl x H2O	CHEBI:76209	CHEBI:91248
data/normalized_yaml/bacterial/mediadive_2454_Main_sol_1232.yaml	Na2S x 9 H2O	CHEBI:32588	CHEBI:76209
data/normalized_yaml/bacterial/mediadive_2454_Main_sol_1232.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2455_Main_sol_1233.yaml	Na2HPO4 x 7 H2O	CHEBI:3448	CHEBI:34683
data/normalized_yaml/bacterial/mediadive_2455_Main_sol_1233.yaml	Fe(NH4)2(SO4)2 x 6 H2O	CHEBI:75215	CHEBI:76181
data/normalized_yaml/bacterial/mediadive_2455_Main_sol_1233.yaml	CaCl2 x 2 H2O	CHEBI:176843	CHEBI:86158
data/normalized_yaml/bacterial/mediadive_2455_Main_sol_1233.yaml	MnCl2 x 4 H2O	CHEBI:86158	CHEBI:86368
data/normalized_yaml/bacterial/mediadive_2455_Main_sol_1233.yaml	Sodium resazurin	CHEBI:32599	CHEBI:8806
data/normalized_yaml/bacterial/mediadive_2455_Main_sol_1233.yaml	L-Cysteine HCl x H2O	CHEBI:76209	CHEBI:91248
data/normalized_yaml/bacterial/mediadive_2455_Main_sol_1233.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2456_Main_sol_1234.yaml	Ca(NO3)2 x 4 H2O	CHEBI:2509	CHEBI:86159
data/normalized_yaml/bacterial/mediadive_2456_Main_sol_1234.yaml	(NH4)2Ni(SO4)2 x 6 H2O	CHEBI:33118	CHEBI:86149
data/normalized_yaml/bacterial/mediadive_2456_Main_sol_1234.yaml	K2S4O6	CHEBI:2509	CHEBI:86466
data/normalized_yaml/bacterial/mediadive_2456_Main_sol_1234.yaml	FeSO4 x 7 H2O	CHEBI:32312	CHEBI:75836
data/normalized_yaml/bacterial/mediadive_2456_Main_sol_1234.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2457_Main_sol_1235.yaml	FeSO4 x 7 H2O	CHEBI:32312	CHEBI:75836
data/normalized_yaml/bacterial/mediadive_2457_Main_sol_1235.yaml	Agar	CHEBI:2509	CHEBI:2509
data/normalized_yaml/bacterial/mediadive_2457_Main_sol_1235.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2458_Main_sol_1236.yaml	KH2PO4	CHEBI:31206	CHEBI:63036
data/normalized_yaml/bacterial/mediadive_2458_Main_sol_1236.yaml	Sodium resazurin	CHEBI:32599	CHEBI:8806
data/normalized_yaml/bacterial/mediadive_2458_Main_sol_1236.yaml	Na2S x 9 H2O	CHEBI:32588	CHEBI:76209
data/normalized_yaml/bacterial/mediadive_2458_Main_sol_1236.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2459_Main_sol_1237.yaml	KH2PO4	CHEBI:31206	CHEBI:63036
data/normalized_yaml/bacterial/mediadive_2459_Main_sol_1237.yaml	CaCl2 x 2 H2O	CHEBI:176843	CHEBI:86158
data/normalized_yaml/bacterial/mediadive_2459_Main_sol_1237.yaml	Sodium resazurin	CHEBI:32599	CHEBI:8806
data/normalized_yaml/bacterial/mediadive_2459_Main_sol_1237.yaml	L-Cysteine HCl x H2O	CHEBI:76209	CHEBI:91248
data/normalized_yaml/bacterial/mediadive_2459_Main_sol_1237.yaml	Na2S x 9 H2O	CHEBI:32588	CHEBI:76209
data/normalized_yaml/bacterial/mediadive_2459_Main_sol_1237.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_245_Main_sol_141c.yaml	CaCl2 x 2 H2O	CHEBI:176843	CHEBI:86158
data/normalized_yaml/bacterial/mediadive_245_Main_sol_141c.yaml	Fe(NH4)2(SO4)2 x 6 H2O	CHEBI:75215	CHEBI:76181
data/normalized_yaml/bacterial/mediadive_245_Main_sol_141c.yaml	Na-acetate	CHEBI:32588	CHEBI:32954
data/normalized_yaml/bacterial/mediadive_245_Main_sol_141c.yaml	Sodium resazurin	CHEBI:32599	CHEBI:8806
data/normalized_yaml/bacterial/mediadive_245_Main_sol_141c.yaml	Trimethylammonium chloride	CHEBI:133341	CHEBI:64700
data/normalized_yaml/bacterial/mediadive_245_Main_sol_141c.yaml	L-Cysteine HCl x H2O	CHEBI:76209	CHEBI:91248
data/normalized_yaml/bacterial/mediadive_245_Main_sol_141c.yaml	Na2S x 9 H2O	CHEBI:32588	CHEBI:76209
data/normalized_yaml/bacterial/mediadive_245_Main_sol_141c.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2460_Main_sol_1238.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2460_Main_sol_1238.yaml	Riboflavin	CHEBI:17015	CHEBI:17015
data/normalized_yaml/bacterial/mediadive_2461_Main_sol_1239.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2461_Main_sol_1239.yaml	Sodium acetate	CHEBI:32954	CHEBI:32954
data/normalized_yaml/bacterial/mediadive_2462_Main_sol_1240.yaml	Agar	CHEBI:2509	CHEBI:2509
data/normalized_yaml/bacterial/mediadive_2462_Main_sol_1240.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2463_Main_sol_1241.yaml	Agar	CHEBI:2509	CHEBI:2509
data/normalized_yaml/bacterial/mediadive_2463_Main_sol_1241.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2464_Main_sol_1242.yaml	Pyruvic acid	CHEBI:32816	CHEBI:32816
data/normalized_yaml/bacterial/mediadive_2464_Main_sol_1242.yaml	Agar	CHEBI:2509	CHEBI:2509
data/normalized_yaml/bacterial/mediadive_2464_Main_sol_1242.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2465_Mineralsolution_1.yaml	CaSO4 x 2 H2O	CHEBI:31206	CHEBI:32583
data/normalized_yaml/bacterial/mediadive_2465_Mineralsolution_1.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2466_Main_sol_1243.yaml	Ferric citrate	CHEBI:31605	CHEBI:144421
data/normalized_yaml/bacterial/mediadive_2466_Main_sol_1243.yaml	KH2PO4	CHEBI:31206	CHEBI:63036
data/normalized_yaml/bacterial/mediadive_2466_Main_sol_1243.yaml	CaCl2 x 2 H2O	CHEBI:176843	CHEBI:86158
data/normalized_yaml/bacterial/mediadive_2466_Main_sol_1243.yaml	Na-pyruvate	CHEBI:31206	CHEBI:50144
data/normalized_yaml/bacterial/mediadive_2466_Main_sol_1243.yaml	Na2S x 9 H2O	CHEBI:32588	CHEBI:76209
data/normalized_yaml/bacterial/mediadive_2466_Main_sol_1243.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2467_Main_sol_1244.yaml	N-Acetylglucosamine	CHEBI:506227	CHEBI:59640
data/normalized_yaml/bacterial/mediadive_2467_Main_sol_1244.yaml	KH2PO4	CHEBI:31206	CHEBI:63036
data/normalized_yaml/bacterial/mediadive_2467_Main_sol_1244.yaml	CaCl2 x 2 H2O	CHEBI:176843	CHEBI:86158
data/normalized_yaml/bacterial/mediadive_2467_Main_sol_1244.yaml	Na-ampicillin	CHEBI:2509	CHEBI:34535
data/normalized_yaml/bacterial/mediadive_2467_Main_sol_1244.yaml	Agar	CHEBI:2509	CHEBI:2509
data/normalized_yaml/bacterial/mediadive_2467_Main_sol_1244.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_246_Main_sol_142.yaml	CaCl2 x 2 H2O	CHEBI:176843	CHEBI:86158
data/normalized_yaml/bacterial/mediadive_246_Main_sol_142.yaml	Na2S2O3 x 5 H2O	CHEBI:6636	CHEBI:32150
data/normalized_yaml/bacterial/mediadive_246_Main_sol_142.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2474_Main_sol_1245.yaml	Acetic acid	CHEBI:15611	CHEBI:15366
data/normalized_yaml/bacterial/mediadive_2474_Main_sol_1245.yaml	Propionic acid	CHEBI:30768	CHEBI:30768
data/normalized_yaml/bacterial/mediadive_2474_Main_sol_1245.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2476_Main_sol_1246.yaml	Na2S x 9 H2O	CHEBI:32588	CHEBI:76209
data/normalized_yaml/bacterial/mediadive_2476_Main_sol_1246.yaml	Na-acetate	CHEBI:32588	CHEBI:32954
data/normalized_yaml/bacterial/mediadive_2476_Main_sol_1246.yaml	Agar	CHEBI:2509	CHEBI:2509
data/normalized_yaml/bacterial/mediadive_2476_Main_sol_1246.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2479_Main_sol_1247.yaml	FeCl3	CHEBI:30808	CHEBI:30808
data/normalized_yaml/bacterial/mediadive_2479_Main_sol_1247.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2479_Main_sol_1247.yaml	Agar	CHEBI:2509	CHEBI:2509
data/normalized_yaml/bacterial/mediadive_247_Main_sol_142a.yaml	CaCl2 x 2 H2O	CHEBI:176843	CHEBI:86158
data/normalized_yaml/bacterial/mediadive_247_Main_sol_142a.yaml	Na2S2O3 x 5 H2O	CHEBI:6636	CHEBI:32150
data/normalized_yaml/bacterial/mediadive_247_Main_sol_142a.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2480_Main_sol_1248.yaml	Na-acetate	CHEBI:32588	CHEBI:32954
data/normalized_yaml/bacterial/mediadive_2480_Main_sol_1248.yaml	Sodium resazurin	CHEBI:32599	CHEBI:8806
data/normalized_yaml/bacterial/mediadive_2480_Main_sol_1248.yaml	L-Cysteine HCl x H2O	CHEBI:76209	CHEBI:91248
data/normalized_yaml/bacterial/mediadive_2480_Main_sol_1248.yaml	Na2S2O3 x 5 H2O	CHEBI:6636	CHEBI:32150
data/normalized_yaml/bacterial/mediadive_2480_Main_sol_1248.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2481_Main_sol_1249.yaml	CaCl2 x 2 H2O	CHEBI:176843	CHEBI:86158
data/normalized_yaml/bacterial/mediadive_2481_Main_sol_1249.yaml	KH2PO4	CHEBI:31206	CHEBI:63036
data/normalized_yaml/bacterial/mediadive_2481_Main_sol_1249.yaml	Na-acetate	CHEBI:32588	CHEBI:32954
data/normalized_yaml/bacterial/mediadive_2481_Main_sol_1249.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2482_Main_sol_1250.yaml	Ca(NO3)2 x 4 H2O	CHEBI:2509	CHEBI:86159
data/normalized_yaml/bacterial/mediadive_2482_Main_sol_1250.yaml	Sodium resazurin	CHEBI:32599	CHEBI:8806
data/normalized_yaml/bacterial/mediadive_2482_Main_sol_1250.yaml	KH2PO4	CHEBI:31206	CHEBI:63036
data/normalized_yaml/bacterial/mediadive_2482_Main_sol_1250.yaml	L-Cysteine HCl x H2O	CHEBI:76209	CHEBI:91248
data/normalized_yaml/bacterial/mediadive_2482_Main_sol_1250.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2483_Main_sol_1251.yaml	KH2PO4	CHEBI:31206	CHEBI:63036
data/normalized_yaml/bacterial/mediadive_2483_Main_sol_1251.yaml	CaCl2 x 2 H2O	CHEBI:176843	CHEBI:86158
data/normalized_yaml/bacterial/mediadive_2483_Main_sol_1251.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2484_Main_sol_1252.yaml	Agar	CHEBI:2509	CHEBI:2509
data/normalized_yaml/bacterial/mediadive_2485_Main_sol_1253.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2486_Hemin_solution.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2487_Cysteine_hydrochloride_solution_10.yaml	Cysteine hydrochloride	CHEBI:91247	CHEBI:91248
data/normalized_yaml/bacterial/mediadive_2487_Cysteine_hydrochloride_solution_10.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2489_Main_sol_1255.yaml	CaCl2 x 2 H2O	CHEBI:176843	CHEBI:86158
data/normalized_yaml/bacterial/mediadive_2489_Main_sol_1255.yaml	KH2PO4	CHEBI:31206	CHEBI:63036
data/normalized_yaml/bacterial/mediadive_2489_Main_sol_1255.yaml	PIPES	CHEBI:39033	CHEBI:39033
data/normalized_yaml/bacterial/mediadive_2489_Main_sol_1255.yaml	Sodium resazurin	CHEBI:32599	CHEBI:8806
data/normalized_yaml/bacterial/mediadive_2489_Main_sol_1255.yaml	Na2S x 9 H2O	CHEBI:32588	CHEBI:76209
data/normalized_yaml/bacterial/mediadive_2489_Main_sol_1255.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_248_Main_sol_143.yaml	Crotonic acid	CHEBI:17217	CHEBI:41131
data/normalized_yaml/bacterial/mediadive_248_Main_sol_143.yaml	(NH4)2HPO4	CHEBI:86360	CHEBI:62476
data/normalized_yaml/bacterial/mediadive_248_Main_sol_143.yaml	CaCl2 x 2 H2O	CHEBI:176843	CHEBI:86158
data/normalized_yaml/bacterial/mediadive_248_Main_sol_143.yaml	MnSO4 x 2 H2O	CHEBI:86158	CHEBI:86356
data/normalized_yaml/bacterial/mediadive_248_Main_sol_143.yaml	FeSO4 x 7 H2O	CHEBI:32312	CHEBI:75836
data/normalized_yaml/bacterial/mediadive_248_Main_sol_143.yaml	(NH4)6Mo7O24 x 4 H2O	CHEBI:31440	CHEBI:91249
data/normalized_yaml/bacterial/mediadive_248_Main_sol_143.yaml	Biotin	CHEBI:15956	CHEBI:15956
data/normalized_yaml/bacterial/mediadive_248_Main_sol_143.yaml	Sodium resazurin	CHEBI:32599	CHEBI:8806
data/normalized_yaml/bacterial/mediadive_248_Main_sol_143.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2490_Main_sol_1257.yaml	CaCl2 x 2 H2O	CHEBI:176843	CHEBI:86158
data/normalized_yaml/bacterial/mediadive_2490_Main_sol_1257.yaml	KH2PO4	CHEBI:31206	CHEBI:63036
data/normalized_yaml/bacterial/mediadive_2490_Main_sol_1257.yaml	Na-acetate	CHEBI:32588	CHEBI:32954
data/normalized_yaml/bacterial/mediadive_2490_Main_sol_1257.yaml	Sodium resazurin	CHEBI:32599	CHEBI:8806
data/normalized_yaml/bacterial/mediadive_2490_Main_sol_1257.yaml	L-Cysteine HCl x H2O	CHEBI:76209	CHEBI:91248
data/normalized_yaml/bacterial/mediadive_2490_Main_sol_1257.yaml	Na2S x 9 H2O	CHEBI:32588	CHEBI:76209
data/normalized_yaml/bacterial/mediadive_2490_Main_sol_1257.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2491_Main_sol_1258.yaml	Agar	CHEBI:2509	CHEBI:2509
data/normalized_yaml/bacterial/mediadive_2491_Main_sol_1258.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2492_Main_sol_1259.yaml	Agar	CHEBI:2509	CHEBI:2509
data/normalized_yaml/bacterial/mediadive_2492_Main_sol_1259.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2493_Main_sol_1260.yaml	Agar	CHEBI:2509	CHEBI:2509
data/normalized_yaml/bacterial/mediadive_2493_Main_sol_1260.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2495_Main_sol_1261.yaml	Agar	CHEBI:2509	CHEBI:2509
data/normalized_yaml/bacterial/mediadive_2495_Main_sol_1261.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2496_Main_sol_1262.yaml	Na3-citrate	CHEBI:86360	CHEBI:53258
data/normalized_yaml/bacterial/mediadive_2496_Main_sol_1262.yaml	Fe SO4 x 7 H2O	CHEBI:63005	CHEBI:75836
data/normalized_yaml/bacterial/mediadive_2496_Main_sol_1262.yaml	Agar	CHEBI:2509	CHEBI:2509
data/normalized_yaml/bacterial/mediadive_2496_Main_sol_1262.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2497_Main_sol_1263.yaml	Sodium resazurin	CHEBI:32599	CHEBI:8806
data/normalized_yaml/bacterial/mediadive_2497_Main_sol_1263.yaml	Cellobiose	CHEBI:17057	CHEBI:17057
data/normalized_yaml/bacterial/mediadive_2497_Main_sol_1263.yaml	Na2S x 9 H2O	CHEBI:32588	CHEBI:76209
data/normalized_yaml/bacterial/mediadive_2497_Main_sol_1263.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2499_Main_sol_1264.yaml	CaCl2 x 2 H2O	CHEBI:176843	CHEBI:86158
data/normalized_yaml/bacterial/mediadive_2499_Main_sol_1264.yaml	MgCl2 x 2 H2O	CHEBI:42758	CHEBI:131394
data/normalized_yaml/bacterial/mediadive_2499_Main_sol_1264.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2499_Main_sol_1264.yaml	Vitamine B12	CHEBI:86254	CHEBI:176843
data/normalized_yaml/bacterial/mediadive_249_Main_sol_144.yaml	KH2PO4	CHEBI:31206	CHEBI:63036
data/normalized_yaml/bacterial/mediadive_249_Main_sol_144.yaml	FeSO4 x 7 H2O	CHEBI:32312	CHEBI:75836
data/normalized_yaml/bacterial/mediadive_249_Main_sol_144.yaml	Sodium resazurin	CHEBI:32599	CHEBI:8806
data/normalized_yaml/bacterial/mediadive_249_Main_sol_144.yaml	Na2S x 9 H2O	CHEBI:32588	CHEBI:76209
data/normalized_yaml/bacterial/mediadive_249_Main_sol_144.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_24_Main_sol_27.yaml	Ammonium acetate	CHEBI:142832	CHEBI:62947
data/normalized_yaml/bacterial/mediadive_24_Main_sol_27.yaml	KH2PO4	CHEBI:31206	CHEBI:63036
data/normalized_yaml/bacterial/mediadive_24_Main_sol_27.yaml	CaCl2 x 2 H2O	CHEBI:176843	CHEBI:86158
data/normalized_yaml/bacterial/mediadive_24_Main_sol_27.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2500_Trace_elements_Pfennig.yaml	EDTA	CHEBI:42191	CHEBI:64755
data/normalized_yaml/bacterial/mediadive_2500_Trace_elements_Pfennig.yaml	FeSO4 x 7 H2O	CHEBI:32312	CHEBI:75836
data/normalized_yaml/bacterial/mediadive_2500_Trace_elements_Pfennig.yaml	ZnSO4 x 7 H2O	CHEBI:32599	CHEBI:32312
data/normalized_yaml/bacterial/mediadive_2500_Trace_elements_Pfennig.yaml	CoCl2 x 6 H2O	CHEBI:35696	CHEBI:35696
data/normalized_yaml/bacterial/mediadive_2500_Trace_elements_Pfennig.yaml	NiCl2 x 6 H2O	CHEBI:36385	CHEBI:34887
data/normalized_yaml/bacterial/mediadive_2500_Trace_elements_Pfennig.yaml	MnCl2 x 4 H2O	CHEBI:86158	CHEBI:86368
data/normalized_yaml/bacterial/mediadive_2500_Trace_elements_Pfennig.yaml	CuCl2 x 2 H2O	CHEBI:75215	CHEBI:86318
data/normalized_yaml/bacterial/mediadive_2500_Trace_elements_Pfennig.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2501_Main_sol_1265.yaml	Trypticase	CHEBI:29377	CHEBI:78018
data/normalized_yaml/bacterial/mediadive_2501_Main_sol_1265.yaml	CaCl2 x 2 H2O	CHEBI:176843	CHEBI:86158
data/normalized_yaml/bacterial/mediadive_2501_Main_sol_1265.yaml	FeSO4 x 7 H2O	CHEBI:32312	CHEBI:75836
data/normalized_yaml/bacterial/mediadive_2501_Main_sol_1265.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2502_Liquid_media.yaml	CaCl2 x 2 H2O	CHEBI:176843	CHEBI:86158
data/normalized_yaml/bacterial/mediadive_2502_Liquid_media.yaml	(NH4)2HPO4	CHEBI:86360	CHEBI:62476
data/normalized_yaml/bacterial/mediadive_2502_Liquid_media.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2503_Solid_media.yaml	CaCl2 x 2 H2O	CHEBI:176843	CHEBI:86158
data/normalized_yaml/bacterial/mediadive_2503_Solid_media.yaml	(NH4)2HPO4	CHEBI:86360	CHEBI:62476
data/normalized_yaml/bacterial/mediadive_2503_Solid_media.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2503_Solid_media.yaml	Agar	CHEBI:2509	CHEBI:2509
data/normalized_yaml/bacterial/mediadive_2505_20_mM_MgSO4_x_7_H2O.yaml	H2O	CHEBI:15377	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2506_30_mM_CaCl2_x_2_H2O.yaml	H2O	CHEBI:15377	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2506_30_mM_CaCl2_x_2_H2O.yaml	CaCl2 x 2 H2O	CHEBI:176843	CHEBI:86158
data/normalized_yaml/bacterial/mediadive_2508_20mM_NH4_2HPO4.yaml	H2O	CHEBI:15377	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2508_20mM_NH4_2HPO4.yaml	(NH4)2HPO4	CHEBI:86360	CHEBI:62476
data/normalized_yaml/bacterial/mediadive_2509_NaOH_KOH.yaml	H2O	CHEBI:15377	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_250_Trace_element_solution.yaml	FeCl2 x 4 H2O	CHEBI:86318	CHEBI:86249
data/normalized_yaml/bacterial/mediadive_250_Trace_element_solution.yaml	MnCl2 x 4 H2O	CHEBI:86158	CHEBI:86368
data/normalized_yaml/bacterial/mediadive_250_Trace_element_solution.yaml	CoCl2 x 6 H2O	CHEBI:35696	CHEBI:35696
data/normalized_yaml/bacterial/mediadive_250_Trace_element_solution.yaml	CaCl2 x 2 H2O	CHEBI:176843	CHEBI:86158
data/normalized_yaml/bacterial/mediadive_250_Trace_element_solution.yaml	NiCl2 x 6 H2O	CHEBI:36385	CHEBI:34887
data/normalized_yaml/bacterial/mediadive_250_Trace_element_solution.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2512_Vitamin_solution.yaml	4-aminobenzoate	CHEBI:17836	CHEBI:17836
data/normalized_yaml/bacterial/mediadive_2512_Vitamin_solution.yaml	Biotin	CHEBI:15956	CHEBI:15956
data/normalized_yaml/bacterial/mediadive_2512_Vitamin_solution.yaml	Thiamine-HCl x 2 H2O	CHEBI:131527	CHEBI:132751
data/normalized_yaml/bacterial/mediadive_2512_Vitamin_solution.yaml	DL-6,8-thioctic acid	CHEBI:16494	CHEBI:16494
data/normalized_yaml/bacterial/mediadive_2512_Vitamin_solution.yaml	Riboflavin	CHEBI:17015	CHEBI:17015
data/normalized_yaml/bacterial/mediadive_2512_Vitamin_solution.yaml	Distilled water	CHEBI:6636	CHEBI:15377
data/normalized_yaml/bacterial/mediadive_2514_Solution_1.yaml	Distilled water	CHEBI:6636	CHEBI:15377
