preferred_term	from_id	to_id_or_label
ACES	CHEBI:65994	CHEBI:39061
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
Na2SeO4	CHEBI:59160	CHEBI:77775
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
(NH4)2HPO4	CHEBI:62476	CHEBI:63051
(NH4)2HPO4	CHEBI:62476	CHEBI:63051
KNO3	CHEBI:58242	CHEBI:63043
ACES	CHEBI:65994	CHEBI:39061
Na2SeO4	CHEBI:59160	CHEBI:77775
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
Na2SeO4	CHEBI:59160	CHEBI:77775
Na2SeO4	CHEBI:59160	CHEBI:77775
Na2SeO4	CHEBI:59160	CHEBI:77775
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
Na2SeO4	CHEBI:59160	CHEBI:77775
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
Na2SeO4	CHEBI:59160	CHEBI:77775
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
Na2SeO4	CHEBI:59160	CHEBI:77775
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
Na2S2O3	CHEBI:59168	CHEBI:132112
Na2SeO4	CHEBI:59160	CHEBI:77775
Na2SeO4	CHEBI:59160	CHEBI:77775
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
Na2SeO4	CHEBI:59160	CHEBI:77775
KNO3	CHEBI:58242	CHEBI:63043
Na2SeO4	CHEBI:59160	CHEBI:77775
KNO3	CHEBI:58242	CHEBI:63043
(NH4)2HPO4	CHEBI:62476	CHEBI:63051
Na2SeO4	CHEBI:59160	CHEBI:77775
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
Na2SeO4	CHEBI:59160	CHEBI:77775
Na2SeO4	CHEBI:59160	CHEBI:77775
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
Na2SeO4	CHEBI:59160	CHEBI:77775
KNO3	CHEBI:58242	CHEBI:63043
ACES	CHEBI:65994	CHEBI:39061
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
Na2SeO4	CHEBI:59160	CHEBI:77775
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
Na2SeO4 x 10 H2O	CHEBI:32586	CHEBI:77775
KNO3	CHEBI:58242	CHEBI:63043
Na2SeO4	CHEBI:59160	CHEBI:77775
Na2SeO4	CHEBI:59160	CHEBI:77775
(NH4)2HPO4	CHEBI:62476	CHEBI:63051
Na2SeO4	CHEBI:59160	CHEBI:77775
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
Na2SeO4	CHEBI:59160	CHEBI:77775
Na2S2O3	CHEBI:59168	CHEBI:132112
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
Na2SeO4	CHEBI:59160	CHEBI:77775
(NH4)2HPO4	CHEBI:62476	CHEBI:63051
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
Na2SeO4	CHEBI:59160	CHEBI:77775
Na2SeO4	CHEBI:59160	CHEBI:77775
Na2SeO4	CHEBI:59160	CHEBI:77775
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
Na2SeO4	CHEBI:59160	CHEBI:77775
Pyridoxine dihydrochloride	CHEBI:131532	CHEBI:189426
Pyridoxine dihydrochloride	CHEBI:131532	CHEBI:189426
Na2SeO4	CHEBI:59160	CHEBI:77775
(NH4)2HPO4	CHEBI:62476	CHEBI:63051
(NH4)2HPO4	CHEBI:62476	CHEBI:63051
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
(NH4)2HPO4	CHEBI:62476	CHEBI:63051
KNO3	CHEBI:58242	CHEBI:63043
Na2SeO4	CHEBI:59160	CHEBI:77775
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
Na2SeO4	CHEBI:59160	CHEBI:77775
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
Na2SeO4	CHEBI:59160	CHEBI:77775
Na2SeO4	CHEBI:59160	CHEBI:77775
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
Na2SeO4	CHEBI:59160	CHEBI:77775
KNO3	CHEBI:58242	CHEBI:63043
Na2SeO4	CHEBI:59160	CHEBI:77775
Na2SeO4	CHEBI:59160	CHEBI:77775
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
Na2S2O3	CHEBI:59168	CHEBI:132112
Na2SeO4	CHEBI:59160	CHEBI:77775
KNO3	CHEBI:58242	CHEBI:63043
Na2SeO4	CHEBI:59160	CHEBI:77775
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
Na2SeO4	CHEBI:59160	CHEBI:77775
Na2SeO4	CHEBI:59160	CHEBI:77775
Na2SeO4	CHEBI:59160	CHEBI:77775
KNO3	CHEBI:58242	CHEBI:63043
KNO3	CHEBI:58242	CHEBI:63043
Na2SeO4	CHEBI:59160	CHEBI:77775
Na2SiO3 x 5 H2O	CHEBI:86477	CHEBI:60720
