yaml_path	category_dir	primary_target	excluded_reason	id	name	original_name	medium_type	physical_state	target_organism_count	growth_metric_count	supported_growth_evidence_count	genome_id_count	variant_count	proposal_path	proposal_candidate_count	proposal_support_count	proposal_review_count	review_status	load_error
data/normalized_yaml/algae/Proteose_Medium.yaml	algae	True		CultureMech:000188	proteose_medium	Proteose Medium	COMPLEX	LIQUID	0	0	0	0	0	workspace/reports/growth_evidence_proposals/Proteose_Medium.yaml	0	0	0	reviewed_no_candidates	
data/normalized_yaml/algae/SS_Diatom_Medium.yaml	algae	True		CultureMech:000219	ss_diatom_medium	SS Diatom Medium	COMPLEX	LIQUID	0	0	0	0	0	workspace/reports/growth_evidence_proposals/SS_Diatom_Medium.yaml	0	0	0	reviewed_no_candidates	
data/normalized_yaml/algae/Snow_Algae_Medium.yaml	algae	True		CultureMech:000220	snow_algae_medium	Snow Algae Medium	COMPLEX	LIQUID	0	0	0	0	0	workspace/reports/growth_evidence_proposals/Snow_Algae_Medium.yaml	0	0	0	reviewed_no_candidates	
data/normalized_yaml/algae/Soil_Extract_Medium.yaml	algae	True		CultureMech:000223	soil_extract_medium	Soil Extract Medium	COMPLEX	LIQUID	0	0	0	0	0	workspace/reports/growth_evidence_proposals/Soil_Extract_Medium.yaml	2	0	2	has_review_candidates	
data/normalized_yaml/algae/Soilwater_BAR_Medium.yaml	algae	True		CultureMech:000224	soilwater_bar_medium	Soilwater: BAR Medium	COMPLEX	LIQUID	0	0	0	0	0	workspace/reports/growth_evidence_proposals/Soilwater_BAR_Medium.yaml	0	0	0	reviewed_no_candidates	
data/normalized_yaml/algae/Soilwater_GR-_Medium.yaml	algae	True		CultureMech:000227	soilwater_gr_medium	Soilwater: GR- Medium	COMPLEX	LIQUID	0	0	0	0	0	workspace/reports/growth_evidence_proposals/Soilwater_GR-_Medium.yaml	0	0	0	reviewed_no_candidates	
data/normalized_yaml/algae/Soilwater_GR-_NH4_Medium.yaml	algae	True		CultureMech:000228	soilwater_gr_nh4_medium	Soilwater: GR-/NH4 Medium	COMPLEX	LIQUID	0	0	0	0	0	workspace/reports/growth_evidence_proposals/Soilwater_GR-_NH4_Medium.yaml	0	0	0	reviewed_no_candidates	
data/normalized_yaml/algae/Soilwater_PEA_Medium.yaml	algae	True		CultureMech:000229	soilwater_pea_medium	Soilwater: PEA Medium	COMPLEX	LIQUID	0	0	0	0	0	workspace/reports/growth_evidence_proposals/Soilwater_PEA_Medium.yaml	0	0	0	reviewed_no_candidates	
data/normalized_yaml/algae/Soilwater_Peat_Medium.yaml	algae	True		CultureMech:000230	soilwater_peat_medium	Soilwater: Peat Medium	COMPLEX	LIQUID	0	0	0	0	0	workspace/reports/growth_evidence_proposals/Soilwater_Peat_Medium.yaml	0	0	0	reviewed_no_candidates	
data/normalized_yaml/algae/Soilwater_VT_Medium.yaml	algae	True		CultureMech:000231	soilwater_vt_medium	Soilwater: VT Medium	COMPLEX	LIQUID	0	0	0	0	0	workspace/reports/growth_evidence_proposals/Soilwater_VT_Medium.yaml	0	0	0	reviewed_no_candidates	
