filename,medium_name,extracted_organism,ncbi_taxon_id,ncbi_taxon_label,strain,culture_type,confidence,extraction_pattern,approve
bacterial/DSMZ_673_THERMOCOCCUS_PROFUNDUS_MEDIUM.yaml,DSMZ 673 THERMOCOCCUS PROFUNDUS MEDIUM,THERMOCOCCUS PROFUNDUS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_675_BACILLUS_THERMANTARCTICUS_MEDIUM.yaml,DSMZ 675 BACILLUS THERMANTARCTICUS MEDIUM,BACILLUS THERMANTARCTICUS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_688_PSEUDOTHERMOTOGA_SUBTERRANEA_MEDIUM.yaml,DSMZ 688 PSEUDOTHERMOTOGA SUBTERRANEA MEDIUM,PSEUDOTHERMOTOGA SUBTERRANEA,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_68_HALOTHIOBACILLUS_NEAPOLITANUS_MEDIUM.yaml,DSMZ 68 HALOTHIOBACILLUS NEAPOLITANUS MEDIUM,HALOTHIOBACILLUS NEAPOLITANUS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_693_COLUMBIA_BLOOD_MEDIUM.yaml,DSMZ 693 COLUMBIA BLOOD MEDIUM,COLUMBIA BLOOD,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_695_MEDIUM_FOR_ERYTHROBACTER_LONGUS.yaml,DSMZ 695 MEDIUM FOR ERYTHROBACTER LONGUS,ERYTHROBACTER LONGUS,,,,isolate,high,medium_for_genus_species,TRUE
bacterial/DSMZ_696_STREPTOCOCCUS_SUIS_MEDIUM.yaml,DSMZ 696 STREPTOCOCCUS SUIS MEDIUM,STREPTOCOCCUS SUIS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_69_STARKEYA_NOVELLA_MEDIUM.yaml,DSMZ 69 STARKEYA NOVELLA MEDIUM,STARKEYA NOVELLA,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_700_ALKALIPHILIC_SPIROCHAETE_MEDIUM.yaml,DSMZ 700 ALKALIPHILIC SPIROCHAETE MEDIUM,ALKALIPHILIC SPIROCHAETE,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_701_HALOANAEROBACTER_CHITINOVORANS_MEDIUM.yaml,DSMZ 701 HALOANAEROBACTER CHITINOVORANS MEDIUM,HALOANAEROBACTER CHITINOVORANS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_702_HALOCELLA_CELLULOLYTICA_MEDIUM.yaml,DSMZ 702 HALOCELLA CELLULOLYTICA MEDIUM,HALOCELLA CELLULOLYTICA,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_705_BACILLUS_INFERNUS_MEDIUM.yaml,DSMZ 705 BACILLUS INFERNUS MEDIUM,BACILLUS INFERNUS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_708_DESULFORHABDUS_AMNIGENA_MEDIUM.yaml,DSMZ 708 DESULFORHABDUS AMNIGENA MEDIUM,DESULFORHABDUS AMNIGENA,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_70_ACIDITHIOBACILLUS_FERROOXIDANS_MEDIUM.yaml,DSMZ 70 ACIDITHIOBACILLUS FERROOXIDANS MEDIUM,ACIDITHIOBACILLUS FERROOXIDANS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_711a_EUBACTERIUM_AGGREGANS_MEDIUM.yaml,DSMZ 711a EUBACTERIUM AGGREGANS MEDIUM,EUBACTERIUM AGGREGANS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_716_AMMONIFEX_DEGENSII_MEDIUM.yaml,DSMZ 716 AMMONIFEX DEGENSII MEDIUM,AMMONIFEX DEGENSII,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_71_ACIDITHIOBACILLUS_THIOOXIDANS_MEDIUM.yaml,DSMZ 71 ACIDITHIOBACILLUS THIOOXIDANS MEDIUM,ACIDITHIOBACILLUS THIOOXIDANS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_720_DESULFITOBACTERIUM_HAFNIENSE_MEDIUM.yaml,DSMZ 720 DESULFITOBACTERIUM HAFNIENSE MEDIUM,DESULFITOBACTERIUM HAFNIENSE,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_726_RHIZOMONAS_SUBERIFACIENS_MEDIUM.yaml,DSMZ 726 RHIZOMONAS SUBERIFACIENS MEDIUM,RHIZOMONAS SUBERIFACIENS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_727_CLOSTRIDIUM_ULTUNENSE_MEDIUM.yaml,DSMZ 727 CLOSTRIDIUM ULTUNENSE MEDIUM,CLOSTRIDIUM ULTUNENSE,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_730_FERROGLOBUS_PLACIDUS_MEDIUM.yaml,DSMZ 730 FERROGLOBUS PLACIDUS MEDIUM,FERROGLOBUS PLACIDUS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_732_DEHALOBACTER_RESTRICTUS_MEDIUM_TCE.yaml,DSMZ 732 DEHALOBACTER RESTRICTUS MEDIUM TCE,DEHALOBACTER RESTRICTUS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_733_SULFITOBACTER_PONTIACUS_MEDIUM.yaml,DSMZ 733 SULFITOBACTER PONTIACUS MEDIUM,SULFITOBACTER PONTIACUS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_734_METHANOBREVIBACTER_CURVATUS_MEDIUM.yaml,DSMZ 734 METHANOBREVIBACTER CURVATUS MEDIUM,METHANOBREVIBACTER CURVATUS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_734a_METHANOBREVIBACTER_CUTICULARIS_MEDIUM.yaml,DSMZ 734a METHANOBREVIBACTER CUTICULARIS MEDIUM,METHANOBREVIBACTER CUTICULARIS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_739_DESULFONEMA_ISHIMOTOI_MEDIUM.yaml,DSMZ 739 DESULFONEMA ISHIMOTOI MEDIUM,DESULFONEMA ISHIMOTOI,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_743_HYDROGENOBACTER_ACIDOPHILUS_MEDIUM.yaml,DSMZ 743 HYDROGENOBACTER ACIDOPHILUS MEDIUM,HYDROGENOBACTER ACIDOPHILUS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_746_RHODOVULUM_STRICTUM_MEDIUM.yaml,DSMZ 746 RHODOVULUM STRICTUM MEDIUM,RHODOVULUM STRICTUM,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_749_THERMODESULFOVIBRIO_YELLOWSTONII_MEDIUM.yaml,DSMZ 749 THERMODESULFOVIBRIO YELLOWSTONII MEDIUM,THERMODESULFOVIBRIO YELLOWSTONII,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_756a_MIXOTROPHIC_NITROBACTER_MEDIUM.yaml,DSMZ 756a MIXOTROPHIC NITROBACTER MEDIUM,MIXOTROPHIC NITROBACTER,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_75_TRYPTICASE_PHYTONE_MEDIUM.yaml,DSMZ 75 TRYPTICASE PHYTONE MEDIUM,TRYPTICASE PHYTONE,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_762_HALOMONAS_DESIDERATA_MEDIUM.yaml,DSMZ 762 HALOMONAS DESIDERATA MEDIUM,HALOMONAS DESIDERATA,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_763_BOSEA_THIOOXIDANS_MEDIUM.yaml,DSMZ 763 BOSEA THIOOXIDANS MEDIUM,BOSEA THIOOXIDANS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_764_HALOANAEROBIUM_LACUSROSEUS_MEDIUM.yaml,DSMZ 764 HALOANAEROBIUM LACUSROSEUS MEDIUM,HALOANAEROBIUM LACUSROSEUS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_765_ISOSPHAERA_PALLIDA_MEDIUM.yaml,DSMZ 765 ISOSPHAERA PALLIDA MEDIUM,ISOSPHAERA PALLIDA,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_766_THERMOCOCCUS_CHITINOPHAGUS_MEDIUM.yaml,DSMZ 766 THERMOCOCCUS CHITINOPHAGUS MEDIUM,THERMOCOCCUS CHITINOPHAGUS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_767_ERYTHROMICROBIUM_AND_ROSEOCOCCUS_MEDIUM.yaml,DSMZ 767 ERYTHROMICROBIUM AND ROSEOCOCCUS MEDIUM,ERYTHROMICROBIUM AND,,,,isolate,high,genus_species_strain_medium,TRUE
bacterial/DSMZ_768_M17_MEDIUM_FOR_FILOMICROBIUM_FUSIFORME.yaml,DSMZ 768 M17 MEDIUM FOR FILOMICROBIUM FUSIFORME,FILOMICROBIUM FUSIFORME,,,,isolate,high,medium_for_genus_species,TRUE
bacterial/DSMZ_769_CLOSTRIDIUM_VINCENTII_MEDIUM.yaml,DSMZ 769 CLOSTRIDIUM VINCENTII MEDIUM,CLOSTRIDIUM VINCENTII,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_770_SULFOPHOBOCOCCUS_ZILLIGII_MEDIUM.yaml,DSMZ 770 SULFOPHOBOCOCCUS ZILLIGII MEDIUM,SULFOPHOBOCOCCUS ZILLIGII,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_771_SULFUROSPIRILLUM_BARNESII_MEDIUM.yaml,DSMZ 771 SULFUROSPIRILLUM BARNESII MEDIUM,SULFUROSPIRILLUM BARNESII,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_772_PARACOCCUS_ALCALIPHILUS_MEDIUM.yaml,DSMZ 772 PARACOCCUS ALCALIPHILUS MEDIUM,PARACOCCUS ALCALIPHILUS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_773_PARACOCCUS_KOCURII_MEDIUM.yaml,DSMZ 773 PARACOCCUS KOCURII MEDIUM,PARACOCCUS KOCURII,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_774_MEDIUM_FOR_PARACOCCUS_AMINOPHILUS_AND_P._AMINOVORANS.yaml,DSMZ 774 MEDIUM FOR PARACOCCUS AMINOPHILUS AND P. AMINOVORANS,PARACOCCUS AMINOPHILUS,,,,isolate,high,medium_for_genus_species,TRUE
bacterial/DSMZ_779_CAPNOCYTOPHAGA_II_MEDIUM.yaml,DSMZ 779 CAPNOCYTOPHAGA II MEDIUM,CAPNOCYTOPHAGA II,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_783_HYDROGENOTHERMUS_HIRSCHII_MEDIUM.yaml,DSMZ 783 HYDROGENOTHERMUS HIRSCHII MEDIUM,HYDROGENOTHERMUS HIRSCHII,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_784a_METHANOCALCULUS_NATRONOPHILUS_MEDIUM.yaml,DSMZ 784a METHANOCALCULUS NATRONOPHILUS MEDIUM,METHANOCALCULUS NATRONOPHILUS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_786_DETHIOSULFOVIBRIO_PEPTIDOVORANS_MEDIUM.yaml,DSMZ 786 DETHIOSULFOVIBRIO PEPTIDOVORANS MEDIUM,DETHIOSULFOVIBRIO PEPTIDOVORANS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_789_DILUTE_POTATO_MEDIUM.yaml,DSMZ 789 DILUTE POTATO MEDIUM,DILUTE POTATO,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_78d_MEDIUM_FOR_TREPONEMA_PARVUM.yaml,DSMZ 78d MEDIUM FOR TREPONEMA PARVUM,TREPONEMA PARVUM,,,,isolate,high,medium_for_genus_species,TRUE
bacterial/DSMZ_791_PORPHYROBACTER_TEPIDARIUS_MEDIUM.yaml,DSMZ 791 PORPHYROBACTER TEPIDARIUS MEDIUM,PORPHYROBACTER TEPIDARIUS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_792_PYROLOBUS_FUMARII_MEDIUM.yaml,DSMZ 792 PYROLOBUS FUMARII MEDIUM,PYROLOBUS FUMARII,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_792a_THERMOVIBRIO_AMMONIFICANS_MEDIUM.yaml,DSMZ 792a THERMOVIBRIO AMMONIFICANS MEDIUM,THERMOVIBRIO AMMONIFICANS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_792b_CAMINIBACTER_MEDIATLANTICUS_MEDIUM.yaml,DSMZ 792b CAMINIBACTER MEDIATLANTICUS MEDIUM,CAMINIBACTER MEDIATLANTICUS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_792c_NAUTILIA_NITRATIREDUCENS_MEDIUM.yaml,DSMZ 792c NAUTILIA NITRATIREDUCENS MEDIUM,NAUTILIA NITRATIREDUCENS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_793_MOORELLA_GLYCERINI_MEDIUM.yaml,DSMZ 793 MOORELLA GLYCERINI MEDIUM,MOORELLA GLYCERINI,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_794_PSEUDOTHERMOTOGA_HYPOGEA_MEDIUM.yaml,DSMZ 794 PSEUDOTHERMOTOGA HYPOGEA MEDIUM,PSEUDOTHERMOTOGA HYPOGEA,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_796_ARCHAEOGLOBUS_VENEFICUS_MEDIUM.yaml,DSMZ 796 ARCHAEOGLOBUS VENEFICUS MEDIUM,ARCHAEOGLOBUS VENEFICUS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_800_ANAEROBIOSPIRILLUM_THOMASII_MEDIUM.yaml,DSMZ 800 ANAEROBIOSPIRILLUM THOMASII MEDIUM,ANAEROBIOSPIRILLUM THOMASII,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_805_METHYLOBACTERIUM_THIOCYANATUM_MEDIUM.yaml,DSMZ 805 METHYLOBACTERIUM THIOCYANATUM MEDIUM,METHYLOBACTERIUM THIOCYANATUM,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_807_HALOANAEROBIUM_ALCALIPHILUM_MEDIUM.yaml,DSMZ 807 HALOANAEROBIUM ALCALIPHILUM MEDIUM,HALOANAEROBIUM ALCALIPHILUM,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_809_ALCANIVORAX_BORKUMENSIS_MEDIUM.yaml,DSMZ 809 ALCANIVORAX BORKUMENSIS MEDIUM,ALCANIVORAX BORKUMENSIS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_811_ACTIVATED_CARBON_MEDIUM.yaml,DSMZ 811 ACTIVATED CARBON MEDIUM,ACTIVATED CARBON,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_812_SULFOBACILLUS_DISULFIDOOXIDANS_MEDIUM.yaml,DSMZ 812 SULFOBACILLUS DISULFIDOOXIDANS MEDIUM,SULFOBACILLUS DISULFIDOOXIDANS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_813a_DESULFONATRONUM_THIODISMUTANS_MEDIUM.yaml,DSMZ 813a DESULFONATRONUM THIODISMUTANS MEDIUM,DESULFONATRONUM THIODISMUTANS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_813b_DESULFONATRONUM_LACUSTRE_MEDIUM.yaml,DSMZ 813b DESULFONATRONUM LACUSTRE MEDIUM,DESULFONATRONUM LACUSTRE,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_814_METHANOBACTERIUM_SUBTERRANEUM_MEDIUM.yaml,DSMZ 814 METHANOBACTERIUM SUBTERRANEUM MEDIUM,METHANOBACTERIUM SUBTERRANEUM,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_819_SEDIMINISPIROCHAETA_SMARAGDINAE_MEDIUM.yaml,DSMZ 819 SEDIMINISPIROCHAETA SMARAGDINAE MEDIUM,SEDIMINISPIROCHAETA SMARAGDINAE,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_81_MINERAL_MEDIUM_FOR_CHEMOLITHOTROPHIC_GROWTH_H-3.yaml,DSMZ 81 MINERAL MEDIUM FOR CHEMOLITHOTROPHIC GROWTH H-3,CHEMOLITHOTROPHIC GROWTH,,,,isolate,high,medium_for_genus_species,TRUE
bacterial/DSMZ_81a_THIOMONAS_ISLANDICA_MEDIUM.yaml,DSMZ 81a THIOMONAS ISLANDICA MEDIUM,THIOMONAS ISLANDICA,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_821_FUNDIBACTER_JADENSIS_MEDIUM.yaml,DSMZ 821 FUNDIBACTER JADENSIS MEDIUM,FUNDIBACTER JADENSIS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_823_HALOBACULUM_GOMORRENSE_MEDIUM.yaml,DSMZ 823 HALOBACULUM GOMORRENSE MEDIUM,HALOBACULUM GOMORRENSE,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_824_TISSIERELLA_CREATINOPHILA_MEDIUM.yaml,DSMZ 824 TISSIERELLA CREATINOPHILA MEDIUM,TISSIERELLA CREATINOPHILA,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_825_METHANOBACTERIUM_II_MEDIUM.yaml,DSMZ 825 METHANOBACTERIUM II MEDIUM,METHANOBACTERIUM II,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_825a_METHANOBACTERIUM_II_MEDIUM_N2_CO2.yaml,DSMZ 825a METHANOBACTERIUM II MEDIUM N2 CO2,METHANOBACTERIUM II,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_826_GEOBACTER_SULFURREDUCENS_MEDIUM.yaml,DSMZ 826 GEOBACTER SULFURREDUCENS MEDIUM,GEOBACTER SULFURREDUCENS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_827_THERMOANAEROBACTER_SULFUROPHILUS_MEDIUM.yaml,DSMZ 827 THERMOANAEROBACTER SULFUROPHILUS MEDIUM,THERMOANAEROBACTER SULFUROPHILUS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_829a_DESULFUROBACTERIUM_ATLANTICUM_MEDIUM.yaml,DSMZ 829a DESULFUROBACTERIUM ATLANTICUM MEDIUM,DESULFUROBACTERIUM ATLANTICUM,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_829b_THERMODESULFOBACTERIUM_HYDROGENIPHILUM_MEDIUM.yaml,DSMZ 829b THERMODESULFOBACTERIUM HYDROGENIPHILUM MEDIUM,THERMODESULFOBACTERIUM HYDROGENIPHILUM,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_829c_DESULFUROBACTERIUM_CRINIFEX_MEDIUM.yaml,DSMZ 829c DESULFUROBACTERIUM CRINIFEX MEDIUM,DESULFUROBACTERIUM CRINIFEX,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_829d_DESULFUROBACTERIUM_INDICUM_MEDIUM.yaml,DSMZ 829d DESULFUROBACTERIUM INDICUM MEDIUM,DESULFUROBACTERIUM INDICUM,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_830c_REACTIVATION_WITH_LIQUID_MEDIUM_830.yaml,DSMZ 830c REACTIVATION WITH LIQUID MEDIUM 830,REACTIVATION WITH,,,,isolate,high,genus_species_strain_medium,TRUE
bacterial/DSMZ_834_COPROTHERMOBACTER_PLATENSIS_MEDIUM.yaml,DSMZ 834 COPROTHERMOBACTER PLATENSIS MEDIUM,COPROTHERMOBACTER PLATENSIS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_835_DESULFUROMONAS_CHLOROETHENICA_MEDIUM.yaml,DSMZ 835 DESULFUROMONAS CHLOROETHENICA MEDIUM,DESULFUROMONAS CHLOROETHENICA,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_837_DESULFUROMONAS_PALMITATIS_MEDIUM.yaml,DSMZ 837 DESULFUROMONAS PALMITATIS MEDIUM,DESULFUROMONAS PALMITATIS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_840_SERPULINA_MURDOCHII_MEDIUM.yaml,DSMZ 840 SERPULINA MURDOCHII MEDIUM,SERPULINA MURDOCHII,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_842_HALOANAEROBACTER_SALINARIUS_MEDIUM.yaml,DSMZ 842 HALOANAEROBACTER SALINARIUS MEDIUM,HALOANAEROBACTER SALINARIUS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_845_SPIRILLUM_WINOGRADSKYI_MEDIUM.yaml,DSMZ 845 SPIRILLUM WINOGRADSKYI MEDIUM,SPIRILLUM WINOGRADSKYI,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_850_ALTERNATIVE_ACETOBACTER_INTERMEDIUS_MEDIUM.yaml,DSMZ 850 ALTERNATIVE ACETOBACTER INTERMEDIUS MEDIUM,ALTERNATIVE ACETOBACTER,,,,isolate,high,genus_species_strain_medium,TRUE
bacterial/DSMZ_851_GLUCOSE_SULFIDE_MEDIUM.yaml,DSMZ 851 GLUCOSE SULFIDE MEDIUM,GLUCOSE SULFIDE,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_853a_FUSIBACTER_TUNISIENSIS_MEDIUM.yaml,DSMZ 853a FUSIBACTER TUNISIENSIS MEDIUM,FUSIBACTER TUNISIENSIS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_853b_FUSIBACTER_BIZERTENSIS_MEDIUM.yaml,DSMZ 853b FUSIBACTER BIZERTENSIS MEDIUM,FUSIBACTER BIZERTENSIS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_855_THAUERA_AROMATICA_MEDIUM_ANAEROB.yaml,DSMZ 855 THAUERA AROMATICA MEDIUM ANAEROB,THAUERA AROMATICA,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_856_STARCH_NITRATE_MEDIUM.yaml,DSMZ 856 STARCH NITRATE MEDIUM,STARCH NITRATE,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_861a_DESULFOTALEA_PSYCHROPHILA_MEDIUM.yaml,DSMZ 861a DESULFOTALEA PSYCHROPHILA MEDIUM,DESULFOTALEA PSYCHROPHILA,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_867_RHODOBACTER_VELDKAMPII_MEDIUM.yaml,DSMZ 867 RHODOBACTER VELDKAMPII MEDIUM,RHODOBACTER VELDKAMPII,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_86a_MODIFIED_CASTENHOLZ_MEDIUM.yaml,DSMZ 86a MODIFIED CASTENHOLZ MEDIUM,MODIFIED CASTENHOLZ,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_874_FERROPLASMA_ACIDIPHILUM_MEDIUM.yaml,DSMZ 874 FERROPLASMA ACIDIPHILUM MEDIUM,FERROPLASMA ACIDIPHILUM,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_875_DESULFACINUM_HYDROTHERMALE_MEDIUM.yaml,DSMZ 875 DESULFACINUM HYDROTHERMALE MEDIUM,DESULFACINUM HYDROTHERMALE,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_876_DESULFOTHERMUS_NAPHTHAE_MEDIUM.yaml,DSMZ 876 DESULFOTHERMUS NAPHTHAE MEDIUM,DESULFOTHERMUS NAPHTHAE,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_879_CLOSTRIDIUM_LJUNGDAHLII_MEDIUM.yaml,DSMZ 879 CLOSTRIDIUM LJUNGDAHLII MEDIUM,CLOSTRIDIUM LJUNGDAHLII,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_87a_CHLOROFLEXUS_AGGREGANS_MEDIUM.yaml,DSMZ 87a CHLOROFLEXUS AGGREGANS MEDIUM,CHLOROFLEXUS AGGREGANS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_892_METHANOCALCULUS_PUMILUS_MEDIUM.yaml,DSMZ 892 METHANOCALCULUS PUMILUS MEDIUM,METHANOCALCULUS PUMILUS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_895_ANAEROBRANCA_GOTTSCHALKII_MEDIUM.yaml,DSMZ 895 ANAEROBRANCA GOTTSCHALKII MEDIUM,ANAEROBRANCA GOTTSCHALKII,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_900_ACETOBACTERIUM_TUNDRAE_MEDIUM.yaml,DSMZ 900 ACETOBACTERIUM TUNDRAE MEDIUM,ACETOBACTERIUM TUNDRAE,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_901_ACIDOLOBUS_ACETICUS_MEDIUM.yaml,DSMZ 901 ACIDOLOBUS ACETICUS MEDIUM,ACIDOLOBUS ACETICUS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_901a_THERMODESULFOBIUM_ACIDIPHILUM_MEDIUM.yaml,DSMZ 901a THERMODESULFOBIUM ACIDIPHILUM MEDIUM,THERMODESULFOBIUM ACIDIPHILUM,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_904a_MARINITOGA_HYDROGENITOLERANS_MEDIUM.yaml,DSMZ 904a MARINITOGA HYDROGENITOLERANS MEDIUM,MARINITOGA HYDROGENITOLERANS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_905_METHANOCALCULUS_HALOTOLERANS_MEDIUM.yaml,DSMZ 905 METHANOCALCULUS HALOTOLERANS MEDIUM,METHANOCALCULUS HALOTOLERANS,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_908_MEDIUM_FOR_CHLORATE_RESPIRERS.yaml,DSMZ 908 MEDIUM FOR CHLORATE RESPIRERS,CHLORATE RESPIRERS,,,,isolate,high,medium_for_genus_species,TRUE
bacterial/DSMZ_909_TREPONEMA_DENTICOLA_MEDIUM.yaml,DSMZ 909 TREPONEMA DENTICOLA MEDIUM,TREPONEMA DENTICOLA,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_913_THERMOTOGA_PETROPHILA_MEDIUM.yaml,DSMZ 913 THERMOTOGA PETROPHILA MEDIUM,THERMOTOGA PETROPHILA,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_916_DESULFOFABA_HANSENII_MEDIUM.yaml,DSMZ 916 DESULFOFABA HANSENII MEDIUM,DESULFOFABA HANSENII,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_918_THAUERA_MECHERNICHI_MEDIUM.yaml,DSMZ 918 THAUERA MECHERNICHI MEDIUM,THAUERA MECHERNICHI,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_922_METHYLOCAPSA_ACIDOPHILA_MEDIUM.yaml,DSMZ 922 METHYLOCAPSA ACIDOPHILA MEDIUM,METHYLOCAPSA ACIDOPHILA,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_924_METHANOCALCULUS_MB_MEDIUM.yaml,DSMZ 924 METHANOCALCULUS MB MEDIUM,METHANOCALCULUS MB,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_924a_METHANOFOLLIS_MB_MEDIUM_5_g_l_NaCl.yaml,DSMZ 924a METHANOFOLLIS MB MEDIUM 5 g l NaCl,METHANOFOLLIS MB,,,,isolate,high,genus_species_medium,TRUE
bacterial/DSMZ_924b_METHANOSARCINA_MB_MEDIUM_1_g_l_NaCl.yaml,DSMZ 924b METHANOSARCINA MB MEDIUM 1 g l NaCl,METHANOSARCINA MB,,,,isolate,high,genus_species_medium,TRUE
