culturemech_id	file_path
CultureMech:000282	data/normalized_yaml/archaea/DSMZ_74_THERMUS_THERMOPHILUS_MEDIUM.yaml
CultureMech:000283	data/normalized_yaml/archaea/DSMZ_815a_DESULFOCELLA_HALOPHILA_MEDIUM.yaml
CultureMech:000284	data/normalized_yaml/archaea/JCM_J1005_HALOPHILE_STARCH-CASEIN_MEDIUM.yaml
CultureMech:000285	data/normalized_yaml/archaea/JCM_J1006_HALOPHILIC_SOB_MEDIUM.yaml
CultureMech:000286	data/normalized_yaml/archaea/JCM_J1027_METHANOGENS_SALINE_WATER_MEDIUM.yaml
CultureMech:000287	data/normalized_yaml/archaea/JCM_J1048_METHANOGEN_HIGH_SALT_MEDIUM.yaml
CultureMech:000288	data/normalized_yaml/archaea/JCM_J1106_MARINE_METHANOGENIC_MEDIUM.yaml
CultureMech:000289	data/normalized_yaml/archaea/JCM_J1218_MODIFIED_METHANOHALOPHILUS_MEDIUM.yaml
CultureMech:000290	data/normalized_yaml/archaea/JCM_J1220_MODERATE_HALOPHILE_MEDIUM_2.yaml
CultureMech:000291	data/normalized_yaml/archaea/JCM_J1237_TREPONEMA_THERMOPHILUM_MEDIUM.yaml
CultureMech:000292	data/normalized_yaml/archaea/JCM_J128_HYDROGENOBACTER_HALOPHILUS_MEDIUM.yaml
CultureMech:000293	data/normalized_yaml/archaea/JCM_J1315_METHANOGEN_MS-I_MEDIUM.yaml
CultureMech:000294	data/normalized_yaml/archaea/JCM_J154_HYDROGENOBACTER_THERMOPHILUS_MEDIUM.yaml
CultureMech:000295	data/normalized_yaml/archaea/JCM_J265_METHANOGENIUM_MEDIUM.yaml
CultureMech:000296	data/normalized_yaml/archaea/JCM_J285_METHANOSAETA_THERMOPHILA_MEDIUM.yaml
CultureMech:000297	data/normalized_yaml/archaea/JCM_J433_PSEUDOMONAS_HALOPHILA_MEDIUM.yaml
CultureMech:000298	data/normalized_yaml/archaea/JCM_J457_ARTIFICIAL_SEAWATER_FOR_HALOPHILES.yaml
CultureMech:000299	data/normalized_yaml/archaea/JCM_J464_HP_101_HALOPHILE_MEDIUM.yaml
CultureMech:000300	data/normalized_yaml/archaea/JCM_J530_MODIFIED_BALCH_S_METHANOGENS_MEDIUM.yaml
CultureMech:000301	data/normalized_yaml/archaea/JCM_J599_MODERATE_HALOPHILE_MEDIUM.yaml
CultureMech:000302	data/normalized_yaml/archaea/JCM_J622_EXILISPIRA_THERMOPHILA_MEDIUM.yaml
CultureMech:000303	data/normalized_yaml/archaea/JCM_J718_SPOROLITUUS_THERMOPHILUS_MEDIUM.yaml
CultureMech:000304	data/normalized_yaml/archaea/JCM_J948_MODIFIED_BALCH_S_METHANOGEN_MEDIUM_1_B.yaml
CultureMech:000305	data/normalized_yaml/archaea/JCM_J959_THERMANAEROBACTER_THERMOPHILA_MEDIUM.yaml
CultureMech:000306	data/normalized_yaml/bacterial/BACDIVE_TEST_MEDIUM_123.yaml
CultureMech:000307	data/normalized_yaml/bacterial/CCAP_C100_S_W_AMP.yaml
CultureMech:000308	data/normalized_yaml/bacterial/CCAP_C101_S_W_Ca.yaml
CultureMech:000309	data/normalized_yaml/bacterial/CCAP_C102_S77_vitamins.yaml
CultureMech:000310	data/normalized_yaml/bacterial/CCAP_C103_S88_vitamins.yaml
CultureMech:000311	data/normalized_yaml/bacterial/CCAP_C104_UM.yaml
CultureMech:000312	data/normalized_yaml/bacterial/CCAP_C105_Walne_s.yaml
CultureMech:000313	data/normalized_yaml/bacterial/CCAP_C106_Waris-H.yaml
CultureMech:000314	data/normalized_yaml/bacterial/CCAP_C107_YEL.yaml
CultureMech:000315	data/normalized_yaml/bacterial/CCAP_C108_ZM_10.yaml
CultureMech:000316	data/normalized_yaml/bacterial/CCAP_C10_ASW_BG.yaml
CultureMech:000317	data/normalized_yaml/bacterial/CCAP_C110_ASN-III.yaml
CultureMech:000318	data/normalized_yaml/bacterial/CCAP_C11_ASW_SES.yaml
CultureMech:000319	data/normalized_yaml/bacterial/CCAP_C12_ASWP.yaml
CultureMech:000320	data/normalized_yaml/bacterial/CCAP_C13_BB.yaml
CultureMech:000321	data/normalized_yaml/bacterial/CCAP_C14_3N-BBM_V.yaml
