culturemech_id	lineage_signature	file_path	display_name	lifecycle_status	successor_ids	lifecycle_note	catalog_schema_version
CultureMech:000019	sha256:76ce2cb100094f9dc8408606325913ad1c36a1adf1800439800b0ecd84d035b4	data/normalized_yaml/algae/5_3_soil_seawater_agar_medium.yaml	5_3_soil_seawater_agar_medium	ACTIVE			1
CultureMech:000020	sha256:f999623eb5a18dabe7beafbcb16638681b5a28e58f84a48c1a459fac221d3c16	data/normalized_yaml/algae/5_F_2_Medium.yaml	5_f_2_medium	ACTIVE			1
CultureMech:000021	sha256:18d933e6d209bdf5818cb06c97a6f74ab88227469e21a50a9e97fda00680b4d4	data/normalized_yaml/algae/8_ppt_F_2_Medium.yaml	8_ppt_f_2_medium	ACTIVE			1
CultureMech:000022	sha256:6bb0cb5ce378bbfc7730daf28ce3f7826797fcca19af4dc4459ca8c95de4dd80	data/normalized_yaml/algae/a_medium.yaml	a_medium	ACTIVE			1
CultureMech:000023	sha256:17d2f1420563283b4de9d96e655cdb677f606112c144b2bea61fd0c91c37582a	data/normalized_yaml/algae/Ag_Diatom_Medium.yaml	ag_diatom_medium	ACTIVE			1
CultureMech:000024	sha256:e869de5185819b41060c2660b985378a7e01bc972dea5346a0724dbda5d2b5cb	data/normalized_yaml/algae/Allen_Medium.yaml	allen_medium	ACTIVE			1
CultureMech:000025	sha256:7afca1e62da50b7b63195770fe66848f4af11cde817fb4094ef6dcbcb841ad8e	data/normalized_yaml/algae/Artificial_Seawater_Medium.yaml	artificial_seawater_medium	ACTIVE			1
CultureMech:000026	sha256:4c8bcb4a61531b7a398e54318e8349727df925be6b35ad46078745ced8c44f04	data/normalized_yaml/algae/bg_11_0_36_nacl_medium.yaml	bg_11_0_36_nacl_medium	ACTIVE			1
CultureMech:000027	sha256:11536894419ec91795a77e5643e2297c7e1b82f0d46f6d25e31bfa240ef42d41	data/normalized_yaml/algae/bg_11_1_nacl_medium.yaml	bg_11_1_nacl_medium	ACTIVE			1
CultureMech:000028	sha256:a4532416719852acd4712288cf5b981553b855b23f05f4706ce75db897f405fc	data/normalized_yaml/algae/bg_11_n_medium.yaml	bg_11_n_medium	ACTIVE			1
CultureMech:000029	sha256:d8ad3ef637afbe01a1062a58682436e7bfdbf0ccf3f0ef96f3006c3eca49dbb9	data/normalized_yaml/algae/bg_11_medium.yaml	bg_11_medium	ACTIVE			1
CultureMech:000030	sha256:9f2b2a40ab0b226c26ee99731dbc0b6047cf592e1fed5df42f16912f96fc5114	data/normalized_yaml/algae/Bold_1NV_Erdshreiber_1_1_Medium.yaml	bold_1nv_erdshreiber_1_1_medium	ACTIVE			1
CultureMech:000031	sha256:6ec3081e63784cdac503f16e446519d750ef3fef504f198ce760463c157273bb	data/normalized_yaml/algae/Bold_1NV_Erdshreiber_4_1_Medium.yaml	bold_1nv_erdshreiber_4_1_medium	ACTIVE			1
CultureMech:000032	sha256:1a49ae88ad5584329c413601e022c68d56b6d4c239b451717df3018da38d8632	data/normalized_yaml/algae/Bold_1NV_Medium.yaml	bold_1nv_medium	ACTIVE			1
CultureMech:000033	sha256:614d85f5e591923f80db35b2c3de6744468c8aaf208374bdea783a292c9d7549	data/normalized_yaml/algae/Bold_3N_Medium.yaml	bold_3n_medium	ACTIVE			1
CultureMech:000034	sha256:b7f7527ef2c8489e3be0a6d488d3a06abbb21b473202a63c1b9305dbc8905465	data/normalized_yaml/algae/Bold_Basal_Medium.yaml	bold_basal_medium	ACTIVE			1
CultureMech:000035	sha256:1505a52e5bbb482149d89f6701b2907f1d245ae596d6d12b813cbe96ca3f897e	data/normalized_yaml/algae/Botryococcus_Medium.yaml	botryococcus_medium	ACTIVE			1
CultureMech:000036	sha256:364f50a67dfb27eedd8158c37e0819aa8b4ffa0bf59bd09eea3460fcf34fd55e	data/normalized_yaml/algae/bristol_nacl_medium.yaml	bristol_nacl_medium	ACTIVE			1
CultureMech:000037	sha256:b8ddb09b830507ba039e4be524fe1216a0df34c639c172370e1f8d05f01f5db3	data/normalized_yaml/algae/Bristol_Medium.yaml	bristol_medium	ACTIVE			1
CultureMech:000038	sha256:1581e2987e1954eeed2a84095cd6fad4f1c13ee33dd141eb315a4fa25f4505f3	data/normalized_yaml/algae/2asw.yaml	2asw	ACTIVE			1
CultureMech:000039	sha256:59dc06968a1c254f334946a6a21435557639509ae23f7449ebb77331cbb471e7	data/normalized_yaml/algae/3n_bbm_v.yaml	3n_bbm_v	ACTIVE			1
CultureMech:000040	sha256:6859f5f7cfa67ec789f4eb7c9ee2b3a99fd38d751a841ac2d3fb49766a32096f	data/normalized_yaml/algae/abm.yaml	abm	ACTIVE			1
CultureMech:000041	sha256:6f9155f02dcc4dac0bcd3a3f4395d07206f0c88a5297aa12265480292b716b42	data/normalized_yaml/algae/ajs.yaml	ajs	ACTIVE			1
CultureMech:000042	sha256:8b5973076caa3e5582aae76a5ede35f42801ef84b86969a119c2fb3fa352fe95	data/normalized_yaml/algae/ant.yaml	ant	ACTIVE			1
